consumption,interval_start,interval_end
0.515,2021-01-04T11:00:00Z,2021-01-04T11:30:00Z
0.092,2021-01-04T10:30:00Z,2021-01-04T11:00:00Z
0.092,2021-01-04T10:00:00Z,2021-01-04T10:30:00Z
0.091,2021-01-04T09:30:00Z,2021-01-04T10:00:00Z
0.125,2021-01-04T09:00:00Z,2021-01-04T09:30:00Z
0.149,2021-01-04T08:30:00Z,2021-01-04T09:00:00Z
0.103,2021-01-04T08:00:00Z,2021-01-04T08:30:00Z
0.182,2021-01-04T07:30:00Z,2021-01-04T08:00:00Z
0.186,2021-01-04T07:00:00Z,2021-01-04T07:30:00Z
0.235,2021-01-04T06:30:00Z,2021-01-04T07:00:00Z
0.028,2021-01-04T06:00:00Z,2021-01-04T06:30:00Z
0.691,2021-01-04T05:30:00Z,2021-01-04T06:00:00Z
0.855,2021-01-04T05:00:00Z,2021-01-04T05:30:00Z
2.286,2021-01-04T04:30:00Z,2021-01-04T05:00:00Z
2.375,2021-01-04T04:00:00Z,2021-01-04T04:30:00Z
0.793,2021-01-04T03:30:00Z,2021-01-04T04:00:00Z
0.756,2021-01-04T03:00:00Z,2021-01-04T03:30:00Z
0.804,2021-01-04T02:30:00Z,2021-01-04T03:00:00Z
1.346,2021-01-04T02:00:00Z,2021-01-04T02:30:00Z
0.028,2021-01-04T01:30:00Z,2021-01-04T02:00:00Z
0.028,2021-01-04T01:00:00Z,2021-01-04T01:30:00Z
0.028,2021-01-04T00:30:00Z,2021-01-04T01:00:00Z
0.032,2021-01-04T00:00:00Z,2021-01-04T00:30:00Z
0.029,2021-01-03T23:30:00Z,2021-01-04T00:00:00Z
0.034,2021-01-03T23:00:00Z,2021-01-03T23:30:00Z
0.033,2021-01-03T22:30:00Z,2021-01-03T23:00:00Z
0.072,2021-01-03T22:00:00Z,2021-01-03T22:30:00Z
0.037,2021-01-03T21:30:00Z,2021-01-03T22:00:00Z
0.232,2021-01-03T21:00:00Z,2021-01-03T21:30:00Z
1.152,2021-01-03T20:30:00Z,2021-01-03T21:00:00Z
0.521,2021-01-03T20:00:00Z,2021-01-03T20:30:00Z
0.759,2021-01-03T19:30:00Z,2021-01-03T20:00:00Z
0.059,2021-01-03T19:00:00Z,2021-01-03T19:30:00Z
0.087,2021-01-03T18:30:00Z,2021-01-03T19:00:00Z
0.145,2021-01-03T18:00:00Z,2021-01-03T18:30:00Z
0.038,2021-01-03T17:30:00Z,2021-01-03T18:00:00Z
0.126,2021-01-03T17:00:00Z,2021-01-03T17:30:00Z
0.099,2021-01-03T16:30:00Z,2021-01-03T17:00:00Z
0.327,2021-01-03T16:00:00Z,2021-01-03T16:30:00Z
0.198,2021-01-03T15:30:00Z,2021-01-03T16:00:00Z
1.259,2021-01-03T15:00:00Z,2021-01-03T15:30:00Z
0.47,2021-01-03T14:30:00Z,2021-01-03T15:00:00Z
0.327,2021-01-03T14:00:00Z,2021-01-03T14:30:00Z
0.569,2021-01-03T13:30:00Z,2021-01-03T14:00:00Z
0.742,2021-01-03T13:00:00Z,2021-01-03T13:30:00Z
0.631,2021-01-03T12:30:00Z,2021-01-03T13:00:00Z
0.629,2021-01-03T12:00:00Z,2021-01-03T12:30:00Z
0.228,2021-01-03T11:30:00Z,2021-01-03T12:00:00Z
0.235,2021-01-03T11:00:00Z,2021-01-03T11:30:00Z
0.213,2021-01-03T10:30:00Z,2021-01-03T11:00:00Z
0.347,2021-01-03T10:00:00Z,2021-01-03T10:30:00Z
0.201,2021-01-03T09:30:00Z,2021-01-03T10:00:00Z
0.109,2021-01-03T09:00:00Z,2021-01-03T09:30:00Z
0.102,2021-01-03T08:30:00Z,2021-01-03T09:00:00Z
1.028,2021-01-03T08:00:00Z,2021-01-03T08:30:00Z
1.185,2021-01-03T07:30:00Z,2021-01-03T08:00:00Z
1.184,2021-01-03T07:00:00Z,2021-01-03T07:30:00Z
0.805,2021-01-03T06:30:00Z,2021-01-03T07:00:00Z
0.74,2021-01-03T06:00:00Z,2021-01-03T06:30:00Z
0.049,2021-01-03T05:30:00Z,2021-01-03T06:00:00Z
0.584,2021-01-03T05:00:00Z,2021-01-03T05:30:00Z
1.159,2021-01-03T04:30:00Z,2021-01-03T05:00:00Z
1.24,2021-01-03T04:00:00Z,2021-01-03T04:30:00Z
0.394,2021-01-03T03:30:00Z,2021-01-03T04:00:00Z
0.221,2021-01-03T03:00:00Z,2021-01-03T03:30:00Z
0.885,2021-01-03T02:30:00Z,2021-01-03T03:00:00Z
1.352,2021-01-03T02:00:00Z,2021-01-03T02:30:00Z
0.028,2021-01-03T01:30:00Z,2021-01-03T02:00:00Z
0.027,2021-01-03T01:00:00Z,2021-01-03T01:30:00Z
0.026,2021-01-03T00:30:00Z,2021-01-03T01:00:00Z
0.027,2021-01-03T00:00:00Z,2021-01-03T00:30:00Z
0.028,2021-01-02T23:30:00Z,2021-01-03T00:00:00Z
0.029,2021-01-02T23:00:00Z,2021-01-02T23:30:00Z
0.036,2021-01-02T22:30:00Z,2021-01-02T23:00:00Z
0.036,2021-01-02T22:00:00Z,2021-01-02T22:30:00Z
0.036,2021-01-02T21:30:00Z,2021-01-02T22:00:00Z
1.292,2021-01-02T21:00:00Z,2021-01-02T21:30:00Z
1.786,2021-01-02T20:30:00Z,2021-01-02T21:00:00Z
1.226,2021-01-02T20:00:00Z,2021-01-02T20:30:00Z
0.206,2021-01-02T19:30:00Z,2021-01-02T20:00:00Z
0.063,2021-01-02T19:00:00Z,2021-01-02T19:30:00Z
0.069,2021-01-02T18:30:00Z,2021-01-02T19:00:00Z
0.223,2021-01-02T18:00:00Z,2021-01-02T18:30:00Z
0.077,2021-01-02T17:30:00Z,2021-01-02T18:00:00Z
0.088,2021-01-02T17:00:00Z,2021-01-02T17:30:00Z
0.073,2021-01-02T16:30:00Z,2021-01-02T17:00:00Z
0.13,2021-01-02T16:00:00Z,2021-01-02T16:30:00Z
0.218,2021-01-02T15:30:00Z,2021-01-02T16:00:00Z
1.203,2021-01-02T15:00:00Z,2021-01-02T15:30:00Z
0.363,2021-01-02T14:30:00Z,2021-01-02T15:00:00Z
0.199,2021-01-02T14:00:00Z,2021-01-02T14:30:00Z
0.293,2021-01-02T13:30:00Z,2021-01-02T14:00:00Z
0.58,2021-01-02T13:00:00Z,2021-01-02T13:30:00Z
0.772,2021-01-02T12:30:00Z,2021-01-02T13:00:00Z
0.212,2021-01-02T12:00:00Z,2021-01-02T12:30:00Z
0.061,2021-01-02T11:30:00Z,2021-01-02T12:00:00Z
0.069,2021-01-02T11:00:00Z,2021-01-02T11:30:00Z
0.1,2021-01-02T10:30:00Z,2021-01-02T11:00:00Z
0.123,2021-01-02T10:00:00Z,2021-01-02T10:30:00Z
0.215,2021-01-02T09:30:00Z,2021-01-02T10:00:00Z
0.1,2021-01-02T09:00:00Z,2021-01-02T09:30:00Z
0.278,2021-01-02T08:30:00Z,2021-01-02T09:00:00Z
0.22,2021-01-02T08:00:00Z,2021-01-02T08:30:00Z
0.058,2021-01-02T07:30:00Z,2021-01-02T08:00:00Z
0.059,2021-01-02T07:00:00Z,2021-01-02T07:30:00Z
0.059,2021-01-02T06:30:00Z,2021-01-02T07:00:00Z
0.717,2021-01-02T06:00:00Z,2021-01-02T06:30:00Z
1.16,2021-01-02T05:30:00Z,2021-01-02T06:00:00Z
1.239,2021-01-02T05:00:00Z,2021-01-02T05:30:00Z
2.207,2021-01-02T04:30:00Z,2021-01-02T05:00:00Z
1.344,2021-01-02T04:00:00Z,2021-01-02T04:30:00Z
0.384,2021-01-02T03:30:00Z,2021-01-02T04:00:00Z
0.346,2021-01-02T03:00:00Z,2021-01-02T03:30:00Z
0.739,2021-01-02T02:30:00Z,2021-01-02T03:00:00Z
1.403,2021-01-02T02:00:00Z,2021-01-02T02:30:00Z
0.069,2021-01-02T01:30:00Z,2021-01-02T02:00:00Z
0.063,2021-01-02T01:00:00Z,2021-01-02T01:30:00Z
0.064,2021-01-02T00:30:00Z,2021-01-02T01:00:00Z
0.068,2021-01-02T00:00:00Z,2021-01-02T00:30:00Z
0.069,2021-01-01T23:30:00Z,2021-01-02T00:00:00Z
0.069,2021-01-01T23:00:00Z,2021-01-01T23:30:00Z
0.071,2021-01-01T22:30:00Z,2021-01-01T23:00:00Z
0.069,2021-01-01T22:00:00Z,2021-01-01T22:30:00Z
0.465,2021-01-01T21:30:00Z,2021-01-01T22:00:00Z
1.472,2021-01-01T21:00:00Z,2021-01-01T21:30:00Z
1.848,2021-01-01T20:30:00Z,2021-01-01T21:00:00Z
1.254,2021-01-01T20:00:00Z,2021-01-01T20:30:00Z
0.207,2021-01-01T19:30:00Z,2021-01-01T20:00:00Z
0.135,2021-01-01T19:00:00Z,2021-01-01T19:30:00Z
0.123,2021-01-01T18:30:00Z,2021-01-01T19:00:00Z
0.117,2021-01-01T18:00:00Z,2021-01-01T18:30:00Z
0.09,2021-01-01T17:30:00Z,2021-01-01T18:00:00Z
0.142,2021-01-01T17:00:00Z,2021-01-01T17:30:00Z
0.175,2021-01-01T16:30:00Z,2021-01-01T17:00:00Z
0.168,2021-01-01T16:00:00Z,2021-01-01T16:30:00Z
0.952,2021-01-01T15:30:00Z,2021-01-01T16:00:00Z
1.212,2021-01-01T15:00:00Z,2021-01-01T15:30:00Z
0.435,2021-01-01T14:30:00Z,2021-01-01T15:00:00Z
0.131,2021-01-01T14:00:00Z,2021-01-01T14:30:00Z
0.226,2021-01-01T13:30:00Z,2021-01-01T14:00:00Z
0.517,2021-01-01T13:00:00Z,2021-01-01T13:30:00Z
0.616,2021-01-01T12:30:00Z,2021-01-01T13:00:00Z
0.062,2021-01-01T12:00:00Z,2021-01-01T12:30:00Z
0.151,2021-01-01T11:30:00Z,2021-01-01T12:00:00Z
0.11,2021-01-01T11:00:00Z,2021-01-01T11:30:00Z
0.107,2021-01-01T10:30:00Z,2021-01-01T11:00:00Z
0.064,2021-01-01T10:00:00Z,2021-01-01T10:30:00Z
0.156,2021-01-01T09:30:00Z,2021-01-01T10:00:00Z
0.433,2021-01-01T09:00:00Z,2021-01-01T09:30:00Z
0.025,2021-01-01T08:30:00Z,2021-01-01T09:00:00Z
0.025,2021-01-01T08:00:00Z,2021-01-01T08:30:00Z
0.027,2021-01-01T07:30:00Z,2021-01-01T08:00:00Z
0.025,2021-01-01T07:00:00Z,2021-01-01T07:30:00Z
0.025,2021-01-01T06:30:00Z,2021-01-01T07:00:00Z
0.344,2021-01-01T06:00:00Z,2021-01-01T06:30:00Z
0.706,2021-01-01T05:30:00Z,2021-01-01T06:00:00Z
0.714,2021-01-01T05:00:00Z,2021-01-01T05:30:00Z
2.139,2021-01-01T04:30:00Z,2021-01-01T05:00:00Z
1.679,2021-01-01T04:00:00Z,2021-01-01T04:30:00Z
0.381,2021-01-01T03:30:00Z,2021-01-01T04:00:00Z
0.29,2021-01-01T03:00:00Z,2021-01-01T03:30:00Z
0.74,2021-01-01T02:30:00Z,2021-01-01T03:00:00Z
1.347,2021-01-01T02:00:00Z,2021-01-01T02:30:00Z
0.315,2021-01-01T01:30:00Z,2021-01-01T02:00:00Z
0.565,2021-01-01T01:00:00Z,2021-01-01T01:30:00Z
0.309,2021-01-01T00:30:00Z,2021-01-01T01:00:00Z
0.16,2021-01-01T00:00:00Z,2021-01-01T00:30:00Z
0.098,2020-12-31T23:30:00Z,2021-01-01T00:00:00Z
0.128,2020-12-31T23:00:00Z,2020-12-31T23:30:00Z
0.535,2020-12-31T22:30:00Z,2020-12-31T23:00:00Z
1.409,2020-12-31T22:00:00Z,2020-12-31T22:30:00Z
1.254,2020-12-31T21:30:00Z,2020-12-31T22:00:00Z
0.574,2020-12-31T21:00:00Z,2020-12-31T21:30:00Z
1.224,2020-12-31T20:30:00Z,2020-12-31T21:00:00Z
1.244,2020-12-31T20:00:00Z,2020-12-31T20:30:00Z
0.462,2020-12-31T19:30:00Z,2020-12-31T20:00:00Z
0.523,2020-12-31T19:00:00Z,2020-12-31T19:30:00Z
0.091,2020-12-31T18:30:00Z,2020-12-31T19:00:00Z
0.217,2020-12-31T18:00:00Z,2020-12-31T18:30:00Z
0.097,2020-12-31T17:30:00Z,2020-12-31T18:00:00Z
0.101,2020-12-31T17:00:00Z,2020-12-31T17:30:00Z
0.105,2020-12-31T16:30:00Z,2020-12-31T17:00:00Z
0.283,2020-12-31T16:00:00Z,2020-12-31T16:30:00Z
0.945,2020-12-31T15:30:00Z,2020-12-31T16:00:00Z
1.222,2020-12-31T15:00:00Z,2020-12-31T15:30:00Z
0.441,2020-12-31T14:30:00Z,2020-12-31T15:00:00Z
0.102,2020-12-31T14:00:00Z,2020-12-31T14:30:00Z
0.199,2020-12-31T13:30:00Z,2020-12-31T14:00:00Z
0.224,2020-12-31T13:00:00Z,2020-12-31T13:30:00Z
0.397,2020-12-31T12:30:00Z,2020-12-31T13:00:00Z
0.154,2020-12-31T12:00:00Z,2020-12-31T12:30:00Z
0.647,2020-12-31T11:30:00Z,2020-12-31T12:00:00Z
0.557,2020-12-31T11:00:00Z,2020-12-31T11:30:00Z
0.06,2020-12-31T10:30:00Z,2020-12-31T11:00:00Z
0.054,2020-12-31T10:00:00Z,2020-12-31T10:30:00Z
0.03,2020-12-31T09:30:00Z,2020-12-31T10:00:00Z
0.031,2020-12-31T09:00:00Z,2020-12-31T09:30:00Z
0.03,2020-12-31T08:30:00Z,2020-12-31T09:00:00Z
0.03,2020-12-31T08:00:00Z,2020-12-31T08:30:00Z
0.031,2020-12-31T07:30:00Z,2020-12-31T08:00:00Z
0.03,2020-12-31T07:00:00Z,2020-12-31T07:30:00Z
0.153,2020-12-31T06:30:00Z,2020-12-31T07:00:00Z
0.276,2020-12-31T06:00:00Z,2020-12-31T06:30:00Z
0.679,2020-12-31T05:30:00Z,2020-12-31T06:00:00Z
1.406,2020-12-31T05:00:00Z,2020-12-31T05:30:00Z
1.675,2020-12-31T04:30:00Z,2020-12-31T05:00:00Z
1.971,2020-12-31T04:00:00Z,2020-12-31T04:30:00Z
1.059,2020-12-31T03:30:00Z,2020-12-31T04:00:00Z
0.272,2020-12-31T03:00:00Z,2020-12-31T03:30:00Z
0.896,2020-12-31T02:30:00Z,2020-12-31T03:00:00Z
1.34,2020-12-31T02:00:00Z,2020-12-31T02:30:00Z
0.023,2020-12-31T01:30:00Z,2020-12-31T02:00:00Z
0.025,2020-12-31T01:00:00Z,2020-12-31T01:30:00Z
0.212,2020-12-31T00:30:00Z,2020-12-31T01:00:00Z
0.569,2020-12-31T00:00:00Z,2020-12-31T00:30:00Z
0.023,2020-12-30T23:30:00Z,2020-12-31T00:00:00Z
0.026,2020-12-30T23:00:00Z,2020-12-30T23:30:00Z
0.032,2020-12-30T22:30:00Z,2020-12-30T23:00:00Z
0.185,2020-12-30T22:00:00Z,2020-12-30T22:30:00Z
0.556,2020-12-30T21:30:00Z,2020-12-30T22:00:00Z
0.59,2020-12-30T21:00:00Z,2020-12-30T21:30:00Z
0.59,2020-12-30T20:30:00Z,2020-12-30T21:00:00Z
0.597,2020-12-30T20:00:00Z,2020-12-30T20:30:00Z
0.171,2020-12-30T19:30:00Z,2020-12-30T20:00:00Z
1.204,2020-12-30T19:00:00Z,2020-12-30T19:30:00Z
0.366,2020-12-30T18:30:00Z,2020-12-30T19:00:00Z
0.105,2020-12-30T18:00:00Z,2020-12-30T18:30:00Z
0.112,2020-12-30T17:30:00Z,2020-12-30T18:00:00Z
0.103,2020-12-30T17:00:00Z,2020-12-30T17:30:00Z
0.084,2020-12-30T16:30:00Z,2020-12-30T17:00:00Z
0.08,2020-12-30T16:00:00Z,2020-12-30T16:30:00Z
0.082,2020-12-30T15:30:00Z,2020-12-30T16:00:00Z
0.088,2020-12-30T15:00:00Z,2020-12-30T15:30:00Z
0.297,2020-12-30T14:30:00Z,2020-12-30T15:00:00Z
0.539,2020-12-30T14:00:00Z,2020-12-30T14:30:00Z
0.276,2020-12-30T13:30:00Z,2020-12-30T14:00:00Z
0.68,2020-12-30T13:00:00Z,2020-12-30T13:30:00Z
0.569,2020-12-30T12:30:00Z,2020-12-30T13:00:00Z
0.676,2020-12-30T12:00:00Z,2020-12-30T12:30:00Z
0.077,2020-12-30T11:30:00Z,2020-12-30T12:00:00Z
0.067,2020-12-30T11:00:00Z,2020-12-30T11:30:00Z
0.082,2020-12-30T10:30:00Z,2020-12-30T11:00:00Z
0.067,2020-12-30T10:00:00Z,2020-12-30T10:30:00Z
0.106,2020-12-30T09:30:00Z,2020-12-30T10:00:00Z
1.006,2020-12-30T09:00:00Z,2020-12-30T09:30:00Z
1.284,2020-12-30T08:30:00Z,2020-12-30T09:00:00Z
0.302,2020-12-30T08:00:00Z,2020-12-30T08:30:00Z
0.026,2020-12-30T07:30:00Z,2020-12-30T08:00:00Z
0.027,2020-12-30T07:00:00Z,2020-12-30T07:30:00Z
0.027,2020-12-30T06:30:00Z,2020-12-30T07:00:00Z
0.035,2020-12-30T06:00:00Z,2020-12-30T06:30:00Z
0.383,2020-12-30T05:30:00Z,2020-12-30T06:00:00Z
0.526,2020-12-30T05:00:00Z,2020-12-30T05:30:00Z
1.677,2020-12-30T04:30:00Z,2020-12-30T05:00:00Z
1.277,2020-12-30T04:00:00Z,2020-12-30T04:30:00Z
0.455,2020-12-30T03:30:00Z,2020-12-30T04:00:00Z
0.21,2020-12-30T03:00:00Z,2020-12-30T03:30:00Z
0.77,2020-12-30T02:30:00Z,2020-12-30T03:00:00Z
1.35,2020-12-30T02:00:00Z,2020-12-30T02:30:00Z
0.517,2020-12-30T01:30:00Z,2020-12-30T02:00:00Z
0.723,2020-12-30T01:00:00Z,2020-12-30T01:30:00Z
0.722,2020-12-30T00:30:00Z,2020-12-30T01:00:00Z
0.728,2020-12-30T00:00:00Z,2020-12-30T00:30:00Z
0.043,2020-12-29T23:30:00Z,2020-12-30T00:00:00Z
0.028,2020-12-29T23:00:00Z,2020-12-29T23:30:00Z
0.045,2020-12-29T22:30:00Z,2020-12-29T23:00:00Z
0.156,2020-12-29T22:00:00Z,2020-12-29T22:30:00Z
0.507,2020-12-29T21:30:00Z,2020-12-29T22:00:00Z
0.58,2020-12-29T21:00:00Z,2020-12-29T21:30:00Z
1.234,2020-12-29T20:30:00Z,2020-12-29T21:00:00Z
1.227,2020-12-29T20:00:00Z,2020-12-29T20:30:00Z
0.837,2020-12-29T19:30:00Z,2020-12-29T20:00:00Z
0.822,2020-12-29T19:00:00Z,2020-12-29T19:30:00Z
0.151,2020-12-29T18:30:00Z,2020-12-29T19:00:00Z
0.112,2020-12-29T18:00:00Z,2020-12-29T18:30:00Z
0.13,2020-12-29T17:30:00Z,2020-12-29T18:00:00Z
0.105,2020-12-29T17:00:00Z,2020-12-29T17:30:00Z
0.107,2020-12-29T16:30:00Z,2020-12-29T17:00:00Z
0.125,2020-12-29T16:00:00Z,2020-12-29T16:30:00Z
0.88,2020-12-29T15:30:00Z,2020-12-29T16:00:00Z
1.285,2020-12-29T15:00:00Z,2020-12-29T15:30:00Z
0.367,2020-12-29T14:30:00Z,2020-12-29T15:00:00Z
0.247,2020-12-29T14:00:00Z,2020-12-29T14:30:00Z
0.41,2020-12-29T13:30:00Z,2020-12-29T14:00:00Z
0.626,2020-12-29T13:00:00Z,2020-12-29T13:30:00Z
0.072,2020-12-29T12:30:00Z,2020-12-29T13:00:00Z
0.07,2020-12-29T12:00:00Z,2020-12-29T12:30:00Z
0.112,2020-12-29T11:30:00Z,2020-12-29T12:00:00Z
0.108,2020-12-29T11:00:00Z,2020-12-29T11:30:00Z
0.149,2020-12-29T10:30:00Z,2020-12-29T11:00:00Z
0.105,2020-12-29T10:00:00Z,2020-12-29T10:30:00Z
0.111,2020-12-29T09:30:00Z,2020-12-29T10:00:00Z
0.078,2020-12-29T09:00:00Z,2020-12-29T09:30:00Z
0.214,2020-12-29T08:30:00Z,2020-12-29T09:00:00Z
0.029,2020-12-29T08:00:00Z,2020-12-29T08:30:00Z
0.03,2020-12-29T07:30:00Z,2020-12-29T08:00:00Z
0.03,2020-12-29T07:00:00Z,2020-12-29T07:30:00Z
0.03,2020-12-29T06:30:00Z,2020-12-29T07:00:00Z
0.03,2020-12-29T06:00:00Z,2020-12-29T06:30:00Z
1.073,2020-12-29T05:30:00Z,2020-12-29T06:00:00Z
1.372,2020-12-29T05:00:00Z,2020-12-29T05:30:00Z
1.7,2020-12-29T04:30:00Z,2020-12-29T05:00:00Z
1.282,2020-12-29T04:00:00Z,2020-12-29T04:30:00Z
0.316,2020-12-29T03:30:00Z,2020-12-29T04:00:00Z
0.247,2020-12-29T03:00:00Z,2020-12-29T03:30:00Z
1.046,2020-12-29T02:30:00Z,2020-12-29T03:00:00Z
1.346,2020-12-29T02:00:00Z,2020-12-29T02:30:00Z
0.03,2020-12-29T01:30:00Z,2020-12-29T02:00:00Z
0.031,2020-12-29T01:00:00Z,2020-12-29T01:30:00Z
0.032,2020-12-29T00:30:00Z,2020-12-29T01:00:00Z
0.048,2020-12-29T00:00:00Z,2020-12-29T00:30:00Z
0.052,2020-12-28T23:30:00Z,2020-12-29T00:00:00Z
0.069,2020-12-28T23:00:00Z,2020-12-28T23:30:00Z
0.066,2020-12-28T22:30:00Z,2020-12-28T23:00:00Z
0.064,2020-12-28T22:00:00Z,2020-12-28T22:30:00Z
0.264,2020-12-28T21:30:00Z,2020-12-28T22:00:00Z
0.545,2020-12-28T21:00:00Z,2020-12-28T21:30:00Z
1.241,2020-12-28T20:30:00Z,2020-12-28T21:00:00Z
1.271,2020-12-28T20:00:00Z,2020-12-28T20:30:00Z
0.184,2020-12-28T19:30:00Z,2020-12-28T20:00:00Z
0.164,2020-12-28T19:00:00Z,2020-12-28T19:30:00Z
0.099,2020-12-28T18:30:00Z,2020-12-28T19:00:00Z
0.104,2020-12-28T18:00:00Z,2020-12-28T18:30:00Z
0.095,2020-12-28T17:30:00Z,2020-12-28T18:00:00Z
0.142,2020-12-28T17:00:00Z,2020-12-28T17:30:00Z
0.165,2020-12-28T16:30:00Z,2020-12-28T17:00:00Z
0.241,2020-12-28T16:00:00Z,2020-12-28T16:30:00Z
0.145,2020-12-28T15:30:00Z,2020-12-28T16:00:00Z
1.315,2020-12-28T15:00:00Z,2020-12-28T15:30:00Z
0.388,2020-12-28T14:30:00Z,2020-12-28T15:00:00Z
0.426,2020-12-28T14:00:00Z,2020-12-28T14:30:00Z
0.87,2020-12-28T13:30:00Z,2020-12-28T14:00:00Z
0.032,2020-12-28T13:00:00Z,2020-12-28T13:30:00Z
0.031,2020-12-28T12:30:00Z,2020-12-28T13:00:00Z
0.032,2020-12-28T12:00:00Z,2020-12-28T12:30:00Z
0.066,2020-12-28T11:30:00Z,2020-12-28T12:00:00Z
0.138,2020-12-28T11:00:00Z,2020-12-28T11:30:00Z
0.127,2020-12-28T10:30:00Z,2020-12-28T11:00:00Z
0.148,2020-12-28T10:00:00Z,2020-12-28T10:30:00Z
0.116,2020-12-28T09:30:00Z,2020-12-28T10:00:00Z
0.063,2020-12-28T09:00:00Z,2020-12-28T09:30:00Z
0.082,2020-12-28T08:30:00Z,2020-12-28T09:00:00Z
0.086,2020-12-28T08:00:00Z,2020-12-28T08:30:00Z
0.45,2020-12-28T07:30:00Z,2020-12-28T08:00:00Z
1.371,2020-12-28T07:00:00Z,2020-12-28T07:30:00Z
0.892,2020-12-28T06:30:00Z,2020-12-28T07:00:00Z
0.037,2020-12-28T06:00:00Z,2020-12-28T06:30:00Z
0.029,2020-12-28T05:30:00Z,2020-12-28T06:00:00Z
0.843,2020-12-28T05:00:00Z,2020-12-28T05:30:00Z
2.096,2020-12-28T04:30:00Z,2020-12-28T05:00:00Z
2.382,2020-12-28T04:00:00Z,2020-12-28T04:30:00Z
0.486,2020-12-28T03:30:00Z,2020-12-28T04:00:00Z
0.274,2020-12-28T03:00:00Z,2020-12-28T03:30:00Z
1.159,2020-12-28T02:30:00Z,2020-12-28T03:00:00Z
1.361,2020-12-28T02:00:00Z,2020-12-28T02:30:00Z
0.032,2020-12-28T01:30:00Z,2020-12-28T02:00:00Z
0.034,2020-12-28T01:00:00Z,2020-12-28T01:30:00Z
0.038,2020-12-28T00:30:00Z,2020-12-28T01:00:00Z
0.049,2020-12-28T00:00:00Z,2020-12-28T00:30:00Z
0.066,2020-12-27T23:30:00Z,2020-12-28T00:00:00Z
0.072,2020-12-27T23:00:00Z,2020-12-27T23:30:00Z
0.066,2020-12-27T22:30:00Z,2020-12-27T23:00:00Z
0.067,2020-12-27T22:00:00Z,2020-12-27T22:30:00Z
0.088,2020-12-27T21:30:00Z,2020-12-27T22:00:00Z
0.279,2020-12-27T21:00:00Z,2020-12-27T21:30:00Z
0.596,2020-12-27T20:30:00Z,2020-12-27T21:00:00Z
0.451,2020-12-27T20:00:00Z,2020-12-27T20:30:00Z
0.763,2020-12-27T19:30:00Z,2020-12-27T20:00:00Z
0.179,2020-12-27T19:00:00Z,2020-12-27T19:30:00Z
0.109,2020-12-27T18:30:00Z,2020-12-27T19:00:00Z
0.102,2020-12-27T18:00:00Z,2020-12-27T18:30:00Z
0.106,2020-12-27T17:30:00Z,2020-12-27T18:00:00Z
0.116,2020-12-27T17:00:00Z,2020-12-27T17:30:00Z
0.086,2020-12-27T16:30:00Z,2020-12-27T17:00:00Z
0.166,2020-12-27T16:00:00Z,2020-12-27T16:30:00Z
0.099,2020-12-27T15:30:00Z,2020-12-27T16:00:00Z
0.099,2020-12-27T15:00:00Z,2020-12-27T15:30:00Z
0.126,2020-12-27T14:30:00Z,2020-12-27T15:00:00Z
0.375,2020-12-27T14:00:00Z,2020-12-27T14:30:00Z
0.288,2020-12-27T13:30:00Z,2020-12-27T14:00:00Z
0.441,2020-12-27T13:00:00Z,2020-12-27T13:30:00Z
0.515,2020-12-27T12:30:00Z,2020-12-27T13:00:00Z
0.13,2020-12-27T12:00:00Z,2020-12-27T12:30:00Z
0.135,2020-12-27T11:30:00Z,2020-12-27T12:00:00Z
0.143,2020-12-27T11:00:00Z,2020-12-27T11:30:00Z
0.138,2020-12-27T10:30:00Z,2020-12-27T11:00:00Z
0.102,2020-12-27T10:00:00Z,2020-12-27T10:30:00Z
0.075,2020-12-27T09:30:00Z,2020-12-27T10:00:00Z
0.077,2020-12-27T09:00:00Z,2020-12-27T09:30:00Z
0.186,2020-12-27T08:30:00Z,2020-12-27T09:00:00Z
0.03,2020-12-27T08:00:00Z,2020-12-27T08:30:00Z
0.03,2020-12-27T07:30:00Z,2020-12-27T08:00:00Z
0.03,2020-12-27T07:00:00Z,2020-12-27T07:30:00Z
0.03,2020-12-27T06:30:00Z,2020-12-27T07:00:00Z
0.043,2020-12-27T06:00:00Z,2020-12-27T06:30:00Z
0.035,2020-12-27T05:30:00Z,2020-12-27T06:00:00Z
0.045,2020-12-27T05:00:00Z,2020-12-27T05:30:00Z
0.708,2020-12-27T04:30:00Z,2020-12-27T05:00:00Z
1.992,2020-12-27T04:00:00Z,2020-12-27T04:30:00Z
2.47,2020-12-27T03:30:00Z,2020-12-27T04:00:00Z
2.489,2020-12-27T03:00:00Z,2020-12-27T03:30:00Z
2.873,2020-12-27T02:30:00Z,2020-12-27T03:00:00Z
1.368,2020-12-27T02:00:00Z,2020-12-27T02:30:00Z
0.068,2020-12-27T01:30:00Z,2020-12-27T02:00:00Z
0.067,2020-12-27T01:00:00Z,2020-12-27T01:30:00Z
0.046,2020-12-27T00:30:00Z,2020-12-27T01:00:00Z
0.037,2020-12-27T00:00:00Z,2020-12-27T00:30:00Z
0.066,2020-12-26T23:30:00Z,2020-12-27T00:00:00Z
0.07,2020-12-26T23:00:00Z,2020-12-26T23:30:00Z
0.072,2020-12-26T22:30:00Z,2020-12-26T23:00:00Z
0.085,2020-12-26T22:00:00Z,2020-12-26T22:30:00Z
